timestamp,open,high,low,close,volume
2025-05-01 04:00:00,556.879,557.883,556.411,557.764,78163
2025-05-01 05:00:00,557.803,558.857,557.694,558.698,66652
2025-05-01 06:00:00,558.728,558.867,557.426,557.883,113060
2025-05-01 07:00:00,557.853,558.549,557.137,558.102,504964
2025-05-01 08:00:00,557.032,558.867,550.968,556.66,865801
2025-05-01 09:00:00,556.69,558.161,555.467,555.666,7831272
2025-05-01 10:00:00,555.666,560.185,555.646,560.14,9677175
2025-05-01 11:00:00,560.15,560.856,556.501,557.187,8475519
2025-05-01 12:00:00,557.207,558.062,555.875,556.501,4420942
2025-05-01 13:00:00,556.451,558.744,556.451,557.376,3892281
2025-05-01 14:00:00,557.386,559.484,557.277,558.505,4693543
2025-05-01 15:00:00,558.529,559.285,554.681,555.278,13223661
2025-05-01 16:00:00,555.248,556.61,516.909,553.816,10442471
2025-05-01 17:00:00,553.747,555.288,516.909,553.777,858340
2025-05-01 18:00:00,553.727,555.288,552.892,553.826,1319161
2025-05-01 19:00:00,553.777,554.602,553.57,554.005,124491
2025-05-01 20:00:00,555.288,555.288,555.288,555.288,1125946
2025-05-02 04:00:00,557.078,558.589,556.471,556.471,56846
2025-05-02 05:00:00,556.461,558.022,556.213,557.555,34506
2025-05-02 06:00:00,557.535,558.241,557.406,557.823,62838
2025-05-02 07:00:00,557.724,558.291,556.859,557.277,310310
2025-05-02 08:00:00,557.724,562.069,555.288,561.87,1314420
2025-05-02 09:00:00,561.929,562.725,543.699,560.409,6650825
2025-05-02 10:00:00,560.433,563.093,560.061,562.576,9088536
2025-05-02 11:00:00,562.576,563.163,561.244,563.004,4510493
2025-05-02 12:00:00,563.004,564.843,562.934,564.266,7140338
2025-05-02 13:00:00,564.266,564.535,563.133,564.018,3394731
2025-05-02 14:00:00,564.018,565.141,563.222,563.869,4887403
2025-05-02 15:00:00,563.849,564.694,562.795,563.391,14548490
2025-05-02 16:00:00,563.411,564.256,524.408,563.809,12266358
2025-05-02 17:00:00,563.811,564.018,524.408,563.635,682700
2025-05-02 18:00:00,563.66,563.7,563.421,563.59,2173010
2025-05-02 19:00:00,563.481,563.72,563.282,563.59,32736
2025-05-02 20:00:00,563.531,563.531,563.531,563.531,2145646
2025-05-05 04:00:00,560.637,561.274,558.49,558.907,91743
2025-05-05 05:00:00,558.818,559.732,558.529,559.375,46402
2025-05-05 06:00:00,559.345,559.663,558.967,559.534,70260
2025-05-05 07:00:00,559.563,559.712,558.629,559.027,239867
2025-05-05 08:00:00,559.997,563.531,558.609,559.394,451621
2025-05-05 09:00:00,559.355,563.64,553.921,559.782,4804570
2025-05-05 10:00:00,559.862,561.97,559.225,561.781,5923119
2025-05-05 11:00:00,561.791,562.089,560.627,561.781,4920567
2025-05-05 12:00:00,561.781,562.735,561.601,562.387,3519034
2025-05-05 13:00:00,562.377,562.855,561.622,562.457,2263477
2025-05-05 14:00:00,562.457,563.421,562.347,562.561,3247837
2025-05-05 15:00:00,562.556,562.656,559.882,560.319,9547564
2025-05-05 16:00:00,560.339,579.203,522.03,560.006,5044738
2025-05-05 17:00:00,560.041,576.933,524.764,559.791,438047
2025-05-05 18:00:00,559.742,560.299,559.414,559.692,1075091
2025-05-05 19:00:00,559.683,560.011,559.489,559.603,24807
2025-05-05 20:00:00,560.299,560.299,560.299,560.299,1014122
2025-05-06 04:00:00,557.923,557.923,555.636,556.511,92637
2025-05-06 05:00:00,556.561,556.59,555.566,556.451,82719
2025-05-06 06:00:00,556.481,557.107,556.073,557.107,31273
2025-05-06 07:00:00,557.078,557.356,554.821,555.616,345356
2025-05-06 08:00:00,557.266,560.299,554.821,555.767,513841
2025-05-06 09:00:00,555.805,562.168,553.787,554.224,5211088
2025-05-06 10:00:00,554.224,558.211,553.916,557.555,5812813
2025-05-06 11:00:00,557.555,558.738,556.998,557.177,3726623
2025-05-06 12:00:00,557.182,560.138,555.935,556.024,6206128
2025-05-06 13:00:00,556.053,557.396,555.139,555.258,3827353
2025-05-06 14:00:00,555.268,557.883,555.248,557.843,4726083
2025-05-06 15:00:00,557.863,558.201,555.537,555.616,11189257
2025-05-06 16:00:00,555.646,566.626,523.245,554.711,7016726
2025-05-06 17:00:00,554.696,555.941,519.507,554.312,572837
2025-05-06 18:00:00,554.224,561.86,554.075,560.287,2291405
2025-05-06 19:00:00,560.289,560.518,559.315,560.19,195762
2025-05-06 20:00:00,555.616,555.616,555.616,555.616,1178314
2025-05-07 04:00:00,559.474,559.474,558.261,559.126,43132
2025-05-07 05:00:00,559.106,559.305,558.4,558.808,32387
2025-05-07 06:00:00,558.828,559.424,558.301,559.066,75108
2025-05-07 07:00:00,559.066,559.822,558.639,559.027,176529
2025-05-07 08:00:00,559.018,559.787,555.616,557.654,412843
2025-05-07 09:00:00,557.654,558.4,556.332,558.261,4218551
2025-05-07 10:00:00,558.261,558.778,555.825,556.262,4861933
2025-05-07 11:00:00,556.262,556.968,555.198,556.75,5188502
2025-05-07 12:00:00,556.72,558.171,555.885,558.057,2807407
2025-05-07 13:00:00,558.042,558.649,555.616,556.083,3549492
2025-05-07 14:00:00,556.048,559.434,552.872,557.654,9710375
2025-05-07 15:00:00,557.634,560.607,554.343,558.032,15563755
2025-05-07 16:00:00,558.022,580.027,520.709,557.769,10499277
2025-05-07 17:00:00,557.803,572.843,519.326,557.714,372275
2025-05-07 18:00:00,557.585,557.953,556.879,557.744,1104450
2025-05-07 19:00:00,557.714,558.35,557.659,557.813,111613
2025-05-07 20:00:00,557.953,557.953,557.953,557.953,992866
2025-05-08 04:00:00,553.329,563.809,553.329,563.73,78698
2025-05-08 05:00:00,563.74,564.605,563.511,564.276,64215
2025-05-08 06:00:00,564.276,564.744,563.958,564.714,233697
2025-05-08 07:00:00,564.684,564.764,562.775,563.153,382607
2025-05-08 08:00:00,562.33,564.764,553.543,562.452,1103892
2025-05-08 09:00:00,562.427,562.606,560.349,560.915,4035573
2025-05-08 10:00:00,560.926,561.94,558.5,559.394,8315222
2025-05-08 11:00:00,559.345,566.404,558.828,565.141,12367091
2025-05-08 12:00:00,565.158,567.06,565.102,566.871,4828686
2025-05-08 13:00:00,566.862,566.956,564.366,564.455,4550614
2025-05-08 14:00:00,564.445,565.887,564.187,565.112,4867439
2025-05-08 15:00:00,565.102,566.126,561.323,561.701,16822552
2025-05-08 16:00:00,561.701,576.55,529.039,561.582,9448352
2025-05-08 17:00:00,561.696,578.492,528.675,561.92,307107
2025-05-08 18:00:00,561.92,562.039,561.124,561.691,1292214
2025-05-08 19:00:00,561.691,561.88,560.786,561.085,128697
2025-05-08 20:00:00,561.84,561.84,561.065,561.065,1170405
2025-05-09 04:00:00,561.602,562.377,561.572,561.87,23796
2025-05-09 05:00:00,561.84,562.596,561.83,562.546,14160
2025-05-09 06:00:00,562.596,563.59,562.566,563.252,62524
2025-05-09 07:00:00,563.282,564.764,560.926,562.974,1068403
2025-05-09 08:00:00,562.924,564.654,560.916,563.551,525220
2025-05-09 09:00:00,563.561,566.29,559.991,563.769,3159691
2025-05-09 10:00:00,563.74,564.127,559.557,561.343,6462260
2025-05-09 11:00:00,561.363,562.367,560.667,562.327,3736205
2025-05-09 12:00:00,562.337,562.412,559.877,560.19,3427369
2025-05-09 13:00:00,560.19,562.134,559.663,562.009,3645817
2025-05-09 14:00:00,561.999,562.074,560.876,561.612,2317634
2025-05-09 15:00:00,561.622,562.666,560.886,561.075,9051578
2025-05-09 16:00:00,561.065,591.031,528.254,561.632,5313341
2025-05-09 17:00:00,561.587,591.031,525.132,561.681,262941
2025-05-09 18:00:00,561.681,561.91,561.124,561.801,819864
2025-05-09 19:00:00,561.781,561.91,561.582,561.771,69502
2025-05-09 20:00:00,561.124,561.124,561.124,561.124,785552
2025-05-12 04:00:00,569.646,576.775,567.856,576.178,296654
2025-05-12 05:00:00,576.198,577.153,576.019,577.043,171386
2025-05-12 06:00:00,577.033,579.241,576.665,578.922,1060999
2025-05-12 07:00:00,578.913,579.668,576.974,577.729,1169987
2025-05-12 08:00:00,575.166,579.609,561.124,577.958,889606
2025-05-12 09:00:00,577.958,578.614,575.045,575.492,10762833
2025-05-12 10:00:00,575.502,577.192,573.752,575.751,12366624
2025-05-12 11:00:00,575.761,576.428,574.741,574.875,7717488
2025-05-12 12:00:00,574.866,577.908,574.684,577.749,5450785
2025-05-12 13:00:00,577.769,579.111,577.66,578.187,6410109
2025-05-12 14:00:00,578.197,579.26,578.008,578.226,5671368
2025-05-12 15:00:00,578.236,579.678,577.491,579.519,17530596
2025-05-12 16:00:00,579.519,580.633,539.258,579.789,12382363
2025-05-12 17:00:00,579.842,579.897,579.579,579.847,395689
2025-05-12 18:00:00,579.847,579.957,579.012,579.062,1823903
2025-05-12 19:00:00,579.082,580.056,578.793,578.813,64511
2025-05-12 20:00:00,579.668,579.668,579.668,579.668,1677885
2025-05-13 04:00:00,578.167,578.167,576.994,577.123,44216
2025-05-13 05:00:00,577.133,578.207,576.994,578.197,39096
2025-05-13 06:00:00,578.207,578.555,577.719,577.918,64783
2025-05-13 07:00:00,577.938,578.883,577.888,578.833,249963
2025-05-13 08:00:00,577.447,584.053,576.864,579.981,1109572
2025-05-13 09:00:00,579.976,582.134,561.393,581.945,6346492
2025-05-13 10:00:00,581.955,584.55,581.885,583.735,10751791
2025-05-13 11:00:00,583.765,585.087,583.397,584.302,7705965
2025-05-13 12:00:00,584.322,585.003,583.615,584.605,7482972
2025-05-13 13:00:00,584.61,585.713,584.312,584.569,7434948
2025-05-13 14:00:00,584.57,585.346,584.113,585.246,6326784
2025-05-13 15:00:00,585.236,585.723,583.387,583.466,13064353
2025-05-13 16:00:00,583.457,584.171,552.357,583.258,8834285
2025-05-13 17:00:00,583.248,583.655,552.357,583.362,697616
2025-05-13 18:00:00,583.367,583.595,583.079,583.387,1167055
2025-05-13 19:00:00,583.397,584.053,583.208,583.914,49144
2025-05-13 20:00:00,583.496,583.914,583.496,583.914,1095658
2025-05-14 04:00:00,583.785,584.252,583.466,583.725,47981
2025-05-14 05:00:00,583.715,583.914,582.89,583.118,51740
2025-05-14 06:00:00,583.029,583.854,582.85,583.645,47370
2025-05-14 07:00:00,583.645,585.445,583.606,584.699,373240
2025-05-14 08:00:00,584.078,585.525,582.921,584.689,463279
2025-05-14 09:00:00,584.669,585.624,583.118,584.183,6856940
2025-05-14 10:00:00,584.192,584.56,583.049,584.192,7406321
2025-05-14 11:00:00,584.192,584.998,582.462,584.65,7214217
2025-05-14 12:00:00,584.65,585.212,583.755,584.113,4263700
2025-05-14 13:00:00,584.123,584.162,582.199,583.989,6621971
2025-05-14 14:00:00,583.993,584.868,583.233,584.277,5725619
2025-05-14 15:00:00,584.272,584.789,583.049,584.212,17357483
2025-05-14 16:00:00,584.202,584.331,551.778,583.824,11983438
2025-05-14 17:00:00,583.804,588.788,551.778,583.357,445431
2025-05-14 18:00:00,583.327,584.242,583.18,583.307,1517209
2025-05-14 19:00:00,583.322,583.367,582.382,582.78,215319
2025-05-14 20:00:00,584.242,584.242,584.242,584.242,1435839
2025-05-15 04:00:00,581.547,582.045,580.056,580.404,127599
2025-05-15 05:00:00,580.334,581.508,580.026,581.498,47389
2025-05-15 06:00:00,581.458,581.458,580.871,581.269,64509
2025-05-15 07:00:00,581.259,582.234,581.14,581.776,182178
2025-05-15 08:00:00,581.186,584.252,580.134,582.035,1279863
2025-05-15 09:00:00,582.054,583.128,581.763,582.8,6635116
2025-05-15 10:00:00,582.79,583.785,581.975,583.297,8162774
2025-05-15 11:00:00,583.297,586.062,583.138,585.723,9967087
2025-05-15 12:00:00,585.733,586.837,585.417,586.807,8450129
2025-05-15 13:00:00,586.825,587.603,586.37,586.539,6416892
2025-05-15 14:00:00,586.534,586.966,582.671,586.36,6533667
2025-05-15 15:00:00,586.37,587.076,584.953,587.046,16517476
2025-05-15 16:00:00,587.046,587.354,585.299,586.638,8570998
2025-05-15 17:00:00,586.628,587.096,552.487,586.773,79578
2025-05-15 18:00:00,586.718,587.096,586.36,586.37,972314
2025-05-15 19:00:00,586.419,586.897,586.29,586.797,31638
